Log_ID,Employee_ID,Project_ID,Date,Hours_Worked,Billable
L1273,E003,P050,31-05-2025,4,No
L1274,E043,P025,27-09-2025,1,No
L1275,E044,P010,06-10-2025,4,No
L1276,E026,P004,23-11-2025,2,No
L1277,E037,P015,29-03-2025,4,No
L1278,E030,P063,05-06-2025,1,Yes
L1279,E013,P084,09-03-2025,10,No
L1280,E004,P026,27-07-2025,9,No
L1281,E015,P063,08-03-2025,7,No
L1282,E039,P082,29-04-2025,8,Yes
L1283,E006,P046,26-04-2025,6,No
L1284,E048,P095,29-06-2025,5,Yes
L1285,E031,P065,28-08-2025,9,No
L1286,E036,P010,24-04-2025,8,No
L1287,E022,P088,17-08-2025,10,Yes
L1288,E002,P093,16-03-2025,7,No
L1289,E042,P016,04-07-2025,5,Yes
L1290,E031,P066,02-02-2025,8,Yes
L1291,E047,P100,10-07-2025,3,No
L1292,E012,P071,21-01-2025,6,Yes
L1293,E026,P008,21-08-2025,3,Yes
L1294,E031,P035,15-01-2025,1,Yes
L1295,E030,P055,29-06-2025,7,Yes
L1296,E014,P038,07-01-2025,7,Yes
L1297,E004,P009,28-11-2025,1,Yes
L1298,E019,P074,06-04-2025,6,Yes
L1299,E011,P086,09-12-2025,3,Yes
L1300,E011,P093,12-11-2025,6,Yes
L1301,E044,P076,21-03-2025,9,Yes
L1302,E032,P091,11-07-2025,5,No
L1303,E033,P052,18-05-2025,8,Yes
L1304,E043,P019,08-08-2025,7,No
L1305,E024,P021,02-11-2025,5,Yes
L1306,E045,P089,06-11-2025,6,No
L1307,E048,P034,04-05-2025,6,No
L1308,E026,P057,11-01-2025,2,No
L1309,E042,P013,19-12-2025,3,Yes
L1310,E024,P065,12-03-2025,1,Yes
L1311,E029,P047,12-03-2025,9,Yes
L1312,E007,P021,12-06-2025,2,No
L1313,E017,P094,20-05-2025,3,No
L1314,E029,P008,05-01-2025,2,No
L1315,E014,P033,30-11-2025,7,Yes
L1316,E042,P015,02-12-2025,6,No
L1317,E019,P017,06-11-2025,7,No
L1318,E046,P046,20-11-2025,3,No
L1319,E037,P057,01-11-2025,4,No
L1320,E013,P013,09-10-2025,10,Yes
L1321,E043,P071,25-03-2025,9,Yes
L1322,E001,P090,30-01-2025,4,No
L1323,E032,P058,15-04-2025,5,No
L1324,E037,P069,15-12-2025,6,No
L1325,E046,P030,10-04-2025,10,Yes
L1326,E027,P049,14-09-2025,5,Yes
L1327,E031,P042,31-03-2025,7,No
L1328,E029,P040,23-08-2025,9,No
L1329,E022,P078,17-10-2025,6,No
L1330,E002,P036,08-04-2025,3,No
L1331,E012,P041,04-05-2025,5,No
L1332,E018,P068,22-03-2025,3,Yes
L1333,E032,P004,08-04-2025,5,Yes
L1334,E030,P089,02-10-2025,9,Yes
L1335,E015,P019,17-08-2025,10,Yes
L1336,E019,P049,20-03-2025,4,Yes
L1337,E037,P017,06-10-2025,6,Yes
L1338,E012,P009,24-08-2025,8,No
L1339,E022,P085,26-06-2025,7,No
L1340,E010,P099,31-01-2025,7,Yes
L1341,E043,P099,16-01-2025,10,Yes
L1342,E015,P070,15-06-2025,7,No
L1343,E003,P063,02-07-2025,7,Yes
L1344,E050,P077,30-04-2025,6,Yes
L1345,E032,P013,10-06-2025,4,Yes
L1346,E010,P070,15-09-2025,7,No
L1347,E049,P068,22-10-2025,4,No
L1348,E006,P091,05-06-2025,1,Yes
L1349,E039,P015,14-03-2025,6,Yes
L1350,E024,P031,27-12-2025,10,Yes
L1351,E042,P090,30-03-2025,7,Yes
L1352,E015,P056,13-09-2025,5,Yes
L1353,E049,P029,13-08-2025,8,Yes
L1354,E002,P012,09-08-2025,9,Yes
L1355,E004,P067,30-05-2025,6,Yes
L1356,E028,P058,04-05-2025,7,Yes
L1357,E038,P058,12-09-2025,8,Yes
L1358,E048,P051,29-06-2025,6,Yes
L1359,E047,P011,10-02-2025,7,Yes
L1360,E016,P041,28-01-2025,3,Yes
L1361,E009,P015,25-07-2025,7,No
L1362,E047,P054,17-07-2025,4,Yes
L1363,E003,P064,13-12-2025,4,No
L1364,E037,P083,09-10-2025,7,Yes
L1365,E019,P008,25-04-2025,5,Yes
L1366,E025,P061,23-11-2025,1,No
L1367,E033,P041,04-08-2025,9,No
L1368,E010,P068,29-05-2025,8,Yes
L1369,E017,P082,31-10-2025,9,Yes
L1370,E008,P068,24-02-2025,3,No
L1371,E016,P043,24-11-2025,6,No
L1372,E042,P062,16-01-2025,5,Yes
L1373,E026,P020,18-04-2025,7,Yes
L1374,E027,P035,23-10-2025,5,Yes
L1375,E032,P069,02-03-2025,8,No
L1376,E043,P065,10-07-2025,10,Yes
L1377,E019,P098,13-03-2025,10,Yes
L1378,E001,P044,03-03-2025,8,No
L1379,E034,P011,04-01-2025,9,Yes
L1380,E014,P050,23-06-2025,1,Yes
L1381,E005,P080,17-05-2025,5,No
L1382,E043,P041,10-12-2025,4,Yes
L1383,E025,P021,29-05-2025,6,No
L1384,E034,P081,11-09-2025,6,No
L1385,E017,P019,20-02-2025,10,Yes
L1386,E045,P063,20-09-2025,3,No
L1387,E029,P068,12-08-2025,6,No
L1388,E014,P034,02-08-2025,10,Yes
L1389,E020,P001,13-10-2025,10,Yes
L1390,E018,P065,23-02-2025,2,Yes
L1391,E011,P042,28-10-2025,4,Yes
L1392,E016,P087,31-12-2025,1,Yes
L1393,E022,P078,07-06-2025,6,Yes
L1394,E018,P030,06-10-2025,8,Yes
L1395,E016,P023,22-07-2025,1,No
L1396,E043,P048,24-10-2025,5,Yes
L1397,E050,P084,09-09-2025,1,No
L1398,E026,P040,26-04-2025,9,Yes
L1399,E016,P080,03-11-2025,2,Yes
L1400,E048,P090,21-04-2025,5,Yes
L1401,E019,P014,13-07-2025,5,Yes
L1402,E017,P032,18-04-2025,8,No
L1403,E027,P007,29-10-2025,3,Yes
L1404,E031,P047,25-09-2025,3,Yes
L1405,E009,P044,25-07-2025,4,Yes
L1406,E037,P025,08-06-2025,10,No
L1407,E018,P020,22-01-2025,3,Yes
L1408,E040,P052,02-11-2025,4,No
L1409,E005,P041,26-06-2025,1,No
L1410,E028,P057,03-10-2025,7,Yes
L1411,E004,P038,02-09-2025,1,Yes
L1412,E031,P042,26-02-2025,10,No
L1413,E038,P085,25-12-2025,1,No
L1414,E013,P035,29-06-2025,8,No
L1415,E003,P064,05-05-2025,1,No
L1416,E037,P007,29-05-2025,2,No
L1417,E050,P060,28-11-2025,2,No
L1418,E017,P075,30-06-2025,3,Yes
L1419,E002,P091,29-09-2025,9,No
L1420,E040,P062,21-08-2025,8,No
L1421,E020,P007,25-08-2025,2,No
L1422,E013,P079,22-02-2025,6,Yes
L1423,E041,P046,22-11-2025,1,Yes
L1424,E035,P047,10-06-2025,7,No
L1425,E036,P007,11-09-2025,4,No
L1426,E031,P070,06-10-2025,8,Yes
L1427,E023,P061,05-08-2025,1,No
L1428,E022,P020,26-10-2025,4,No
L1429,E042,P064,24-08-2025,9,Yes
L1430,E047,P059,25-10-2025,2,Yes
L1431,E044,P079,10-08-2025,6,Yes
L1432,E027,P047,24-06-2025,6,Yes
L1433,E034,P087,05-09-2025,8,Yes
L1434,E018,P008,07-10-2025,2,No
L1435,E011,P014,15-11-2025,5,No
L1436,E014,P099,23-07-2025,1,No
L1437,E015,P081,14-03-2025,5,Yes
L1438,E016,P070,11-05-2025,3,No
L1439,E039,P050,11-07-2025,7,No
L1440,E004,P083,01-06-2025,9,No
L1441,E042,P007,21-02-2025,5,No
L1442,E015,P043,13-02-2025,5,Yes
L1443,E018,P044,05-02-2025,4,Yes
L1444,E034,P097,01-01-2026,4,Yes
L1445,E018,P032,31-07-2025,7,Yes
L1446,E023,P092,01-04-2025,10,Yes
L1447,E033,P036,08-06-2025,1,Yes
L1448,E018,P095,24-04-2025,3,Yes
L1449,E013,P059,19-09-2025,2,Yes
L1450,E041,P077,10-07-2025,4,Yes
L1451,E021,P033,14-10-2025,1,Yes
L1452,E031,P033,15-04-2025,9,No
L1453,E010,P028,16-04-2025,9,Yes
L1454,E032,P076,19-09-2025,5,Yes
L1455,E042,P093,30-09-2025,8,Yes
L1456,E035,P038,19-12-2025,10,Yes
L1457,E013,P045,19-05-2025,8,No
L1458,E015,P056,22-02-2025,2,Yes
L1459,E001,P014,17-08-2025,10,No
L1460,E012,P055,16-06-2025,5,Yes
L1461,E005,P071,29-11-2025,8,No
L1462,E022,P073,16-05-2025,10,No
L1463,E014,P014,17-06-2025,5,No
L1464,E028,P083,05-12-2025,2,Yes
L1465,E042,P008,25-07-2025,10,Yes
L1466,E011,P086,31-10-2025,2,Yes
L1467,E040,P029,24-01-2025,1,Yes
L1468,E050,P075,27-07-2025,6,No
L1469,E033,P049,24-10-2025,8,No
L1470,E034,P096,06-05-2025,1,Yes
L1471,E001,P045,04-03-2025,5,No
L1472,E009,P057,17-01-2025,6,No
L1473,E045,P007,14-02-2025,3,Yes
L1474,E041,P073,27-03-2025,2,No
L1475,E032,P066,20-01-2025,3,Yes
L1476,E009,P021,17-02-2025,7,No
L1477,E036,P011,27-02-2025,10,No
L1478,E010,P080,16-01-2025,3,Yes
L1479,E049,P032,23-10-2025,1,Yes
L1480,E047,P085,29-10-2025,9,Yes
L1481,E036,P012,12-06-2025,5,No
L1482,E013,P039,16-02-2025,1,No
L1483,E024,P032,07-02-2025,5,Yes
L1484,E038,P050,22-02-2025,6,Yes
L1485,E030,P063,18-04-2025,5,No
L1486,E035,P075,04-03-2025,6,No
L1487,E044,P006,17-08-2025,3,Yes
L1488,E030,P062,04-06-2025,10,No
L1489,E013,P099,06-11-2025,3,Yes
L1490,E026,P082,14-06-2025,2,Yes
L1491,E014,P023,21-04-2025,9,Yes
L1492,E021,P007,01-07-2025,4,No
L1493,E033,P072,14-05-2025,3,Yes
L1494,E012,P055,15-06-2025,1,No
L1495,E020,P074,02-02-2025,7,No
L1496,E001,P061,08-09-2025,8,No
L1497,E006,P039,07-08-2025,3,Yes
L1498,E030,P050,25-12-2025,2,Yes
L1499,E032,P012,03-11-2025,9,No
L1500,E041,P031,07-10-2025,5,No
L1501,E022,P090,10-04-2025,8,No
L1502,E048,P077,17-03-2025,8,No
L1503,E032,P024,15-05-2025,3,Yes
L1504,E010,P026,01-01-2026,6,Yes
L1505,E016,P090,18-01-2025,10,No
L1506,E026,P002,27-04-2025,2,No
L1507,E008,P077,01-02-2025,10,Yes
L1508,E006,P092,24-09-2025,6,No
L1509,E015,P015,09-02-2025,7,Yes
L1510,E026,P058,15-11-2025,10,Yes
L1511,E021,P099,05-06-2025,7,Yes
L1512,E018,P050,07-12-2025,8,Yes
L1513,E012,P074,17-12-2025,5,No
L1514,E047,P007,09-01-2025,4,Yes
L1515,E025,P095,25-05-2025,8,Yes
L1516,E024,P042,07-12-2025,5,Yes
L1517,E001,P072,09-10-2025,1,No
L1518,E002,P074,01-11-2025,8,Yes
L1519,E028,P039,15-01-2025,6,Yes
L1520,E007,P027,13-05-2025,3,Yes
L1521,E050,P034,14-12-2025,4,No
L1522,E017,P057,03-12-2025,10,No
L1523,E031,P023,18-06-2025,2,No
L1524,E046,P063,03-06-2025,8,Yes
L1525,E019,P044,27-09-2025,10,Yes
L1526,E046,P069,23-11-2025,9,Yes
L1527,E037,P046,01-01-2026,1,No
L1528,E046,P005,22-07-2025,2,Yes
L1529,E034,P090,04-09-2025,2,Yes
L1530,E003,P084,05-09-2025,2,Yes
L1531,E028,P016,07-07-2025,10,Yes
L1532,E034,P018,02-11-2025,1,Yes
L1533,E014,P071,17-05-2025,4,Yes
L1534,E040,P089,25-10-2025,3,Yes
L1535,E049,P094,31-03-2025,5,Yes
L1536,E041,P055,22-10-2025,2,Yes
L1537,E047,P074,20-06-2025,4,No
L1538,E040,P017,23-09-2025,9,Yes
L1539,E039,P010,23-07-2025,8,Yes
L1540,E015,P003,21-10-2025,2,No
L1541,E001,P050,06-01-2025,5,Yes
L1542,E036,P041,28-04-2025,9,Yes
L1543,E004,P019,05-12-2025,1,Yes
L1544,E043,P019,11-04-2025,10,Yes
L1545,E038,P015,09-04-2025,9,No
L1546,E009,P036,12-02-2025,5,No
L1547,E017,P097,16-11-2025,7,Yes
L1548,E022,P011,26-08-2025,1,No
L1549,E045,P082,05-06-2025,9,Yes
L1550,E039,P069,29-08-2025,1,Yes
L1551,E045,P015,05-04-2025,5,Yes
L1552,E026,P074,15-09-2025,8,Yes
L1553,E038,P042,21-07-2025,7,No
L1554,E014,P100,21-09-2025,6,Yes
L1555,E020,P089,11-12-2025,4,Yes
L1556,E046,P076,27-11-2025,4,Yes
L1557,E050,P080,04-04-2025,1,Yes
L1558,E004,P031,01-12-2025,2,Yes
L1559,E019,P075,12-10-2025,10,No
L1560,E022,P046,17-02-2025,9,No
L1561,E037,P056,04-03-2025,9,No
L1562,E045,P036,05-10-2025,6,Yes
L1563,E027,P076,05-11-2025,2,No
L1564,E013,P043,25-07-2025,5,Yes
L1565,E040,P046,11-06-2025,10,Yes
L1566,E047,P076,17-05-2025,9,No
L1567,E019,P078,03-01-2025,6,No
L1568,E037,P048,09-10-2025,7,No
L1569,E018,P023,20-12-2025,5,No
L1570,E026,P069,11-10-2025,1,Yes
L1571,E036,P061,12-09-2025,8,Yes
L1572,E048,P041,24-07-2025,6,Yes
L1573,E023,P019,05-04-2025,1,No
L1574,E034,P039,18-10-2025,4,No
L1575,E002,P056,17-08-2025,10,No
L1576,E037,P038,19-02-2025,6,Yes
L1577,E005,P014,04-05-2025,3,Yes
L1578,E011,P030,25-07-2025,4,Yes
L1579,E014,P056,22-12-2025,6,Yes
L1580,E048,P059,26-06-2025,4,Yes
L1581,E047,P074,24-10-2025,10,No
L1582,E018,P055,02-04-2025,4,No
L1583,E022,P074,19-01-2025,10,No
L1584,E013,P059,27-01-2025,9,Yes
L1585,E029,P070,11-09-2025,10,Yes
L1586,E007,P016,26-10-2025,9,No
L1587,E045,P015,03-02-2025,9,Yes
L1588,E011,P060,31-07-2025,4,No
L1589,E043,P015,28-06-2025,10,No
L1590,E023,P072,17-10-2025,4,No
L1591,E007,P091,29-07-2025,4,No
L1592,E005,P054,12-07-2025,3,Yes
L1593,E019,P028,17-01-2025,4,Yes
L1594,E019,P007,06-01-2025,5,Yes
L1595,E039,P066,26-06-2025,1,No
L1596,E040,P016,16-01-2025,3,No
L1597,E033,P045,19-07-2025,10,No
L1598,E048,P001,07-11-2025,1,No
L1599,E012,P085,04-06-2025,1,Yes
L1600,E028,P051,10-10-2025,8,No
L1601,E046,P054,05-10-2025,2,No
L1602,E035,P031,08-11-2025,6,No
L1603,E008,P037,12-12-2025,7,Yes
L1604,E013,P085,15-04-2025,6,Yes
L1605,E035,P018,01-08-2025,9,No
L1606,E049,P078,15-07-2025,8,No
L1607,E024,P027,24-05-2025,4,No
L1608,E020,P052,27-01-2025,6,No
L1609,E039,P024,09-05-2025,5,Yes
L1610,E047,P034,17-07-2025,5,No
L1611,E013,P022,11-03-2025,6,No
L1612,E044,P015,02-07-2025,2,No
L1613,E041,P085,22-12-2025,6,No
L1614,E035,P001,08-03-2025,5,Yes
L1615,E020,P051,29-06-2025,6,Yes
L1616,E002,P075,15-06-2025,9,No
L1617,E028,P052,16-01-2025,1,Yes
L1618,E013,P041,12-08-2025,6,No
L1619,E012,P040,05-06-2025,7,Yes
L1620,E023,P070,06-10-2025,3,No
L1621,E016,P042,06-03-2025,8,No
L1622,E038,P036,27-12-2025,3,No
L1623,E016,P034,20-08-2025,7,Yes
L1624,E002,P008,23-05-2025,8,Yes
L1625,E028,P022,26-05-2025,2,Yes
L1626,E027,P100,20-08-2025,6,Yes
L1627,E024,P082,13-11-2025,3,Yes
L1628,E042,P092,02-06-2025,4,No
L1629,E046,P014,28-03-2025,4,Yes
L1630,E026,P054,18-01-2025,4,No
L1631,E031,P069,14-12-2025,7,Yes
L1632,E001,P046,09-07-2025,5,Yes
L1633,E029,P077,28-01-2025,3,No
L1634,E044,P036,24-03-2025,7,Yes
L1635,E029,P003,23-11-2025,10,Yes
L1636,E014,P029,08-04-2025,1,No
L1637,E018,P041,04-04-2025,1,Yes
L1638,E049,P071,21-10-2025,2,Yes
L1639,E017,P097,19-04-2025,4,Yes
L1640,E026,P072,11-03-2025,7,Yes
L1641,E016,P018,27-04-2025,6,Yes
L1642,E023,P036,24-01-2025,3,Yes
L1643,E031,P099,11-10-2025,5,No
L1644,E048,P006,05-10-2025,3,Yes
L1645,E033,P065,27-02-2025,10,No
L1646,E028,P049,25-02-2025,5,No
L1647,E034,P005,11-10-2025,5,No
L1648,E032,P062,26-08-2025,2,No
L1649,E002,P045,14-06-2025,4,Yes
L1650,E029,P021,31-08-2025,8,Yes
L1651,E041,P071,13-04-2025,1,Yes
L1652,E021,P016,27-08-2025,7,No
L1653,E033,P021,23-07-2025,8,Yes
L1654,E032,P035,29-07-2025,4,No
L1655,E028,P098,08-03-2025,4,Yes
L1656,E002,P062,19-06-2025,4,Yes
L1657,E029,P094,06-09-2025,5,No
L1658,E006,P040,02-11-2025,3,No
L1659,E023,P074,01-07-2025,3,Yes
L1660,E033,P016,19-07-2025,2,No
L1661,E027,P062,26-05-2025,4,No
L1662,E035,P035,24-08-2025,10,No
L1663,E047,P091,21-05-2025,1,Yes
L1664,E044,P049,05-04-2025,7,No
L1665,E030,P051,16-08-2025,6,No
L1666,E046,P045,27-01-2025,2,Yes
L1667,E010,P081,20-06-2025,5,Yes
L1668,E023,P058,10-08-2025,3,No
L1669,E020,P059,27-09-2025,4,Yes
L1670,E005,P018,18-06-2025,2,Yes
L1671,E037,P022,12-02-2025,9,No
L1672,E046,P042,05-10-2025,7,Yes
L1673,E009,P048,27-03-2025,10,No
L1674,E046,P055,19-06-2025,5,Yes
L1675,E028,P050,24-09-2025,6,No
L1676,E038,P020,19-11-2025,4,No
L1677,E006,P005,23-06-2025,9,Yes
L1678,E022,P039,25-08-2025,5,Yes
L1679,E038,P047,31-08-2025,3,Yes
L1680,E001,P063,22-02-2025,9,No
L1681,E050,P070,26-06-2025,1,No
L1682,E012,P061,25-10-2025,8,Yes
L1683,E015,P051,23-04-2025,5,No
L1684,E030,P066,19-10-2025,1,Yes
L1685,E006,P097,15-12-2025,9,No
L1686,E050,P071,14-06-2025,8,No
L1687,E007,P013,14-08-2025,9,Yes
L1688,E046,P031,03-07-2025,6,Yes
L1689,E013,P036,19-12-2025,6,Yes
L1690,E041,P014,02-04-2025,8,Yes
L1691,E012,P004,05-10-2025,7,No
L1692,E019,P027,28-01-2025,4,No
L1693,E045,P016,21-02-2025,10,No
L1694,E027,P100,27-03-2025,7,No
L1695,E037,P081,30-01-2025,10,No
L1696,E014,P069,16-11-2025,1,Yes
L1697,E032,P020,07-06-2025,5,Yes
L1698,E033,P066,27-06-2025,3,Yes
L1699,E050,P093,19-07-2025,6,No
L1700,E026,P009,07-08-2025,1,No
L1701,E004,P093,06-02-2025,1,No
L1702,E014,P015,18-05-2025,1,No
L1703,E050,P081,14-03-2025,3,Yes
L1704,E045,P027,06-06-2025,2,No
L1705,E010,P061,15-06-2025,2,Yes
L1706,E035,P029,30-04-2025,1,Yes
L1707,E037,P087,01-02-2025,3,No
L1708,E028,P023,24-03-2025,5,No
L1709,E027,P035,05-07-2025,1,No
L1710,E009,P065,02-05-2025,9,Yes
L1711,E049,P079,13-11-2025,2,Yes
L1712,E029,P028,26-02-2025,9,Yes
L1713,E018,P063,14-10-2025,9,Yes
L1714,E026,P060,11-04-2025,8,Yes
L1715,E030,P035,01-11-2025,2,No
L1716,E036,P094,10-07-2025,6,Yes
L1717,E027,P079,06-12-2025,10,No
L1718,E034,P018,08-09-2025,8,No
L1719,E032,P026,06-11-2025,3,Yes
L1720,E039,P065,03-03-2025,8,No
L1721,E018,P099,08-01-2025,9,No
L1722,E035,P054,09-07-2025,7,Yes
L1723,E004,P087,25-10-2025,5,Yes
L1724,E035,P078,18-06-2025,10,No
L1725,E008,P056,14-11-2025,10,No
L1726,E006,P036,12-11-2025,3,No
L1727,E016,P077,11-04-2025,1,Yes
L1728,E049,P076,18-08-2025,6,Yes
L1729,E024,P057,04-10-2025,9,Yes
L1730,E008,P035,28-05-2025,5,No
L1731,E018,P058,05-11-2025,2,Yes
L1732,E006,P001,13-02-2025,5,Yes
L1733,E035,P069,03-09-2025,6,Yes
L1734,E031,P039,16-02-2025,10,No
L1735,E047,P023,13-04-2025,10,No
L1736,E011,P024,19-10-2025,1,No
L1737,E005,P082,06-05-2025,6,No
L1738,E049,P066,05-08-2025,2,Yes
L1739,E039,P035,05-09-2025,3,Yes
L1740,E006,P086,10-11-2025,1,Yes
L1741,E024,P074,05-08-2025,10,Yes
L1742,E018,P044,17-10-2025,6,No
L1743,E026,P051,23-07-2025,4,Yes
L1744,E033,P015,20-04-2025,2,Yes
L1745,E030,P044,18-10-2025,4,No
L1746,E048,P058,07-08-2025,3,No
L1747,E033,P002,29-04-2025,10,Yes
L1748,E050,P010,05-03-2025,5,Yes
L1749,E010,P027,06-03-2025,5,No
L1750,E040,P089,19-04-2025,5,Yes
L1751,E036,P039,25-03-2025,4,No
L1752,E013,P026,22-10-2025,5,Yes
L1753,E042,P023,10-07-2025,8,No
L1754,E026,P044,22-06-2025,5,No
L1755,E017,P061,12-11-2025,6,Yes
L1756,E041,P052,08-09-2025,8,Yes
L1757,E049,P018,15-05-2025,1,Yes
L1758,E047,P045,13-04-2025,10,Yes
L1759,E024,P006,01-04-2025,4,Yes
L1760,E015,P057,22-03-2025,9,No
L1761,E035,P014,12-10-2025,3,No
L1762,E021,P032,04-07-2025,1,No
L1763,E042,P063,30-07-2025,2,Yes
L1764,E008,P033,28-07-2025,6,No
L1765,E038,P003,14-03-2025,8,Yes
L1766,E001,P027,06-08-2025,6,No
L1767,E001,P067,05-07-2025,4,Yes
L1768,E022,P072,24-07-2025,3,Yes
L1769,E050,P048,08-09-2025,7,Yes
L1770,E008,P096,16-03-2025,10,Yes
L1771,E021,P030,11-08-2025,6,No
L1772,E044,P027,11-08-2025,9,No
L1773,E004,P038,28-06-2025,2,Yes
L1774,E040,P079,03-02-2025,7,No
L1775,E045,P097,18-12-2025,4,No
L1776,E029,P012,31-12-2025,3,Yes
L1777,E025,P077,08-03-2025,3,Yes
L1778,E016,P007,22-11-2025,1,Yes
L1779,E044,P020,18-02-2025,2,No
L1780,E050,P062,08-05-2025,8,No
L1781,E019,P038,19-10-2025,3,No
L1782,E033,P045,01-07-2025,8,No
L1783,E047,P097,03-07-2025,8,No
L1784,E016,P049,25-04-2025,9,No
L1785,E035,P095,03-07-2025,5,Yes
L1786,E016,P081,12-01-2025,4,No
L1787,E045,P021,28-04-2025,2,Yes
L1788,E005,P084,28-12-2025,2,No
L1789,E023,P042,05-01-2025,2,Yes
L1790,E029,P066,13-10-2025,4,No
L1791,E043,P079,31-08-2025,9,Yes
L1792,E009,P083,04-08-2025,8,No
L1793,E015,P018,01-06-2025,2,No
L1794,E008,P020,05-04-2025,2,No
L1795,E011,P044,18-05-2025,10,No
L1796,E006,P022,02-08-2025,4,No
L1797,E028,P060,21-02-2025,1,Yes
L1798,E032,P079,14-08-2025,8,Yes
L1799,E007,P086,21-10-2025,2,No
L1800,E048,P070,06-05-2025,2,Yes
L1801,E024,P067,01-08-2025,9,Yes
L1802,E017,P060,07-09-2025,8,Yes
L1803,E031,P013,05-12-2025,9,Yes
L1804,E007,P017,23-08-2025,1,No
L1805,E014,P066,13-01-2025,7,Yes
L1806,E009,P098,11-03-2025,10,Yes
L1807,E032,P074,26-11-2025,7,No
L1808,E032,P003,14-03-2025,9,Yes
L1809,E001,P068,31-05-2025,8,Yes
L1810,E034,P097,15-12-2025,9,No
L1811,E013,P084,02-05-2025,9,Yes
L1812,E006,P012,24-10-2025,2,No
L1813,E041,P037,24-12-2025,9,No
L1814,E014,P055,01-10-2025,8,No
L1815,E034,P054,30-10-2025,9,No
L1816,E004,P018,24-12-2025,4,Yes
L1817,E037,P045,01-10-2025,10,Yes
L1818,E022,P050,29-08-2025,5,No
L1819,E034,P068,19-07-2025,5,Yes
L1820,E010,P042,06-02-2025,10,Yes
L1821,E011,P077,22-09-2025,9,Yes
L1822,E024,P036,06-07-2025,4,No
L1823,E027,P004,09-07-2025,9,Yes
L1824,E046,P024,08-05-2025,1,No
L1825,E047,P077,28-02-2025,1,Yes
L1826,E022,P011,01-02-2025,10,No
L1827,E034,P068,25-09-2025,10,No
L1828,E012,P093,31-10-2025,4,Yes
L1829,E025,P079,26-02-2025,2,Yes
L1830,E039,P025,14-03-2025,2,Yes
L1831,E019,P090,05-12-2025,10,No
L1832,E029,P071,16-05-2025,5,Yes
L1833,E026,P011,13-02-2025,3,No
L1834,E018,P020,02-06-2025,10,Yes
L1835,E037,P035,18-10-2025,7,No
L1836,E007,P085,21-10-2025,8,Yes
L1837,E020,P008,11-03-2025,7,No
L1838,E015,P094,19-01-2025,10,No
L1839,E039,P088,17-07-2025,8,No
L1840,E011,P042,24-10-2025,10,No
L1841,E004,P027,28-01-2025,5,Yes
L1842,E007,P022,01-11-2025,9,No
L1843,E037,P051,14-11-2025,6,No
L1844,E027,P069,19-11-2025,5,Yes
L1845,E006,P022,23-02-2025,3,Yes
L1846,E034,P069,31-05-2025,9,Yes
L1847,E042,P097,07-04-2025,1,Yes
L1848,E018,P083,24-05-2025,7,No
L1849,E006,P041,21-08-2025,4,Yes
L1850,E015,P092,14-06-2025,10,Yes
L1851,E013,P078,07-07-2025,3,Yes
L1852,E018,P071,26-03-2025,1,No
L1853,E006,P078,13-03-2025,9,Yes
L1854,E045,P093,10-06-2025,1,Yes
L1855,E046,P094,04-10-2025,2,Yes
L1856,E048,P024,30-12-2025,5,No
L1857,E004,P081,28-09-2025,2,Yes
L1858,E036,P090,12-07-2025,2,No
L1859,E004,P076,29-01-2025,10,No
L1860,E009,P030,30-05-2025,10,No
L1861,E028,P089,03-07-2025,9,No
L1862,E023,P072,05-09-2025,2,Yes
L1863,E047,P001,09-07-2025,6,No
L1864,E049,P077,21-03-2025,5,No
L1865,E013,P095,22-02-2025,4,No
L1866,E011,P075,26-05-2025,6,Yes
L1867,E017,P053,21-09-2025,2,Yes
L1868,E013,P089,24-05-2025,4,Yes
L1869,E004,P073,28-05-2025,6,No
L1870,E022,P024,06-02-2025,2,Yes
L1871,E014,P035,04-02-2025,1,Yes
L1872,E042,P036,15-01-2025,10,No
L1873,E021,P070,11-10-2025,9,No
L1874,E043,P030,13-03-2025,2,No
L1875,E046,P004,11-08-2025,8,No
L1876,E010,P095,29-10-2025,5,Yes
L1877,E013,P057,05-03-2025,3,No
L1878,E022,P062,28-04-2025,4,Yes
L1879,E033,P004,10-12-2025,8,No
L1880,E023,P056,17-05-2025,3,No
L1881,E027,P017,30-09-2025,2,Yes
L1882,E004,P005,15-03-2025,2,Yes
L1883,E011,P012,08-05-2025,6,No
L1884,E022,P020,13-09-2025,6,No
L1885,E036,P018,28-07-2025,10,No
L1886,E033,P003,14-09-2025,3,Yes
L1887,E024,P079,07-07-2025,3,No
L1888,E028,P061,23-05-2025,5,Yes
L1889,E016,P047,06-04-2025,2,No
L1890,E046,P063,20-02-2025,5,Yes
L1891,E050,P042,25-02-2025,5,No
L1892,E017,P012,28-08-2025,9,Yes
L1893,E001,P091,18-04-2025,2,No
L1894,E014,P004,22-04-2025,1,Yes
L1895,E001,P042,01-10-2025,1,Yes
L1896,E038,P017,18-03-2025,3,Yes
L1897,E007,P032,10-02-2025,2,No
L1898,E040,P058,13-01-2025,4,Yes
L1899,E016,P009,01-12-2025,8,No
L1900,E046,P087,13-01-2025,4,No
L1901,E021,P053,09-10-2025,8,Yes
L1902,E050,P034,01-07-2025,5,No
L1903,E050,P098,27-11-2025,3,Yes
L1904,E036,P062,10-01-2025,7,Yes
