Log_ID,Employee_ID,Project_ID,Date,Hours_Worked,Billable
L1321,E043,P071,2025-03-25,9.0,Yes
L1322,E001,P090,2025-01-30,4.0,No
L1323,E032,P058,2025-04-15,5.0,No
L1324,E037,P069,2025-12-15,6.0,No
L1325,E046,P030,2025-04-10,10.0,Yes
L1327,E031,P042,2025-03-31,7.0,No
L1328,E029,P040,2025-08-23,9.0,No
L1330,E002,P036,2025-04-08,3.0,No
L1332,E018,P068,2025-03-22,3.0,Yes
L1333,E032,P004,2025-04-08,5.0,Yes
L1334,E030,P089,2025-10-02,9.0,Yes
L1335,E015,P019,2025-08-17,10.0,Yes
L1337,E037,P017,2025-10-06,6.0,Yes
L1341,E043,P099,2025-01-16,10.0,Yes
L1342,E015,P070,2025-06-15,7.0,No
L1343,E003,P063,2025-07-02,7.0,Yes
L1344,E050,P077,2025-04-30,6.0,Yes
L1345,E032,P013,2025-06-10,4.0,Yes
L1347,E049,P068,2025-10-22,4.0,No
L1348,E006,P091,2025-06-05,1.0,Yes
L1349,E039,P015,2025-03-14,6.0,Yes
L1350,E024,P031,2025-12-27,10.0,Yes
L1351,E042,P090,2025-03-30,7.0,Yes
L1352,E015,P056,2025-09-13,5.0,Yes
L1354,E002,P012,2025-08-09,9.0,Yes
L1355,E004,P067,2025-05-30,6.0,Yes
L1356,E028,P058,2025-05-04,7.0,Yes
L1357,E038,P058,2025-09-12,8.0,Yes
L1358,E048,P051,2025-06-29,6.0,Yes
L1359,E047,P011,2025-02-10,7.0,Yes
L1360,E016,P041,2025-01-28,3.0,Yes
L1361,E009,P015,2025-07-25,7.0,No
L1362,E047,P054,2025-07-17,4.0,Yes
L1363,E003,P064,2025-12-13,4.0,No
L1364,E037,P083,2025-10-09,7.0,Yes
L1365,E019,P008,2025-04-25,5.0,Yes
L1366,E025,P061,2025-11-23,1.0,No
L1367,E033,P041,2025-08-04,9.0,No
L1370,E008,P068,2025-02-24,3.0,No
L1371,E016,P043,2025-11-24,6.0,No
L1372,E042,P062,2025-01-16,5.0,Yes
L1373,E026,P020,2025-04-18,7.0,Yes
L1374,E027,P035,2025-10-23,5.0,Yes
L1375,E032,P069,2025-03-02,8.0,No
L1376,E043,P065,2025-07-10,10.0,Yes
L1377,E019,P098,2025-03-13,10.0,Yes
L1378,E001,P044,2025-03-03,8.0,No
L1379,E034,P011,2025-01-04,9.0,Yes
L1380,E014,P050,2025-06-23,1.0,Yes
L1381,E005,P080,2025-05-17,5.0,No
L1382,E043,P041,2025-12-10,4.0,Yes
L1383,E025,P021,2025-05-29,6.0,No
L1384,E034,P081,2025-09-11,6.0,No
L1386,E045,P063,2025-09-20,3.0,No
L1387,E029,P068,2025-08-12,6.0,No
L1388,E014,P034,2025-08-02,10.0,Yes
L1389,E020,P001,2025-10-13,10.0,Yes
L1390,E018,P065,2025-02-23,2.0,Yes
L1391,E011,P042,2025-10-28,4.0,Yes
L1392,E016,P087,2025-12-31,1.0,Yes
L1394,E018,P030,2025-10-06,8.0,Yes
L1396,E043,P048,2025-10-24,5.0,Yes
L1397,E050,P084,2025-09-09,1.0,No
L1398,E026,P040,2025-04-26,9.0,Yes
L1399,E016,P080,2025-11-03,2.0,Yes
L1400,E048,P090,2025-04-21,5.0,Yes
L1401,E019,P014,2025-07-13,5.0,Yes
L1403,E027,P007,2025-10-29,3.0,Yes
L1404,E031,P047,2025-09-25,3.0,Yes
L1405,E009,P044,2025-07-25,4.0,Yes
L1406,E037,P025,2025-06-08,10.0,No
L1407,E018,P020,2025-01-22,3.0,Yes
L1408,E040,P052,2025-11-02,4.0,No
L1409,E005,P041,2025-06-26,1.0,No
L1410,E028,P057,2025-10-03,7.0,Yes
L1411,E004,P038,2025-09-02,1.0,Yes
L1412,E031,P042,2025-02-26,10.0,No
L1413,E038,P085,2025-12-25,1.0,No
L1414,E013,P035,2025-06-29,8.0,No
L1415,E003,P064,2025-05-05,1.0,No
L1416,E037,P007,2025-05-29,2.0,No
L1417,E050,P060,2025-11-28,2.0,No
L1419,E002,P091,2025-09-29,9.0,No
L1420,E040,P062,2025-08-21,8.0,No
L1421,E020,P007,2025-08-25,2.0,No
L1422,E013,P079,2025-02-22,6.0,Yes
L1423,E041,P046,2025-11-22,1.0,Yes
L1424,E035,P047,2025-06-10,7.0,No
L1425,E036,P007,2025-09-11,4.0,No
L1426,E031,P070,2025-10-06,8.0,Yes
L1427,E023,P061,2025-08-05,1.0,No
L1429,E042,P064,2025-08-24,9.0,Yes
L1430,E047,P059,2025-10-25,2.0,Yes
L1431,E044,P079,2025-08-10,6.0,Yes
L1432,E027,P047,2025-06-24,6.0,Yes
L1433,E034,P087,2025-09-05,8.0,Yes
L1434,E018,P008,2025-10-07,2.0,No
L1435,E011,P014,2025-11-15,5.0,No
L1436,E014,P099,2025-07-23,1.0,No
L1437,E015,P081,2025-03-14,5.0,Yes
L1438,E016,P070,2025-05-11,3.0,No
L1439,E039,P050,2025-07-11,7.0,No
L1440,E004,P083,2025-06-01,9.0,No
L1441,E042,P007,2025-02-21,5.0,No
L1442,E015,P043,2025-02-13,5.0,Yes
L1443,E018,P044,2025-02-05,4.0,Yes
L1444,E034,P097,2026-01-01,4.0,Yes
L1445,E018,P032,2025-07-31,7.0,Yes
L1446,E023,P092,2025-04-01,10.0,Yes
L1447,E033,P036,2025-06-08,1.0,Yes
L1448,E018,P095,2025-04-24,3.0,Yes
L1449,E013,P059,2025-09-19,2.0,Yes
L1450,E041,P077,2025-07-10,4.0,Yes
L1451,E021,P033,2025-10-14,1.0,Yes
L1452,E031,P033,2025-04-15,9.0,No
L1454,E032,P076,2025-09-19,5.0,Yes
L1455,E042,P093,2025-09-30,8.0,Yes
L1456,E035,P038,2025-12-19,10.0,Yes
L1457,E013,P045,2025-05-19,8.0,No
L1458,E015,P056,2025-02-22,2.0,Yes
L1459,E001,P014,2025-08-17,10.0,No
L1461,E005,P071,2025-11-29,8.0,No
L1463,E014,P014,2025-06-17,5.0,No
L1464,E028,P083,2025-12-05,2.0,Yes
L1465,E042,P008,2025-07-25,10.0,Yes
L1466,E011,P086,2025-10-31,2.0,Yes
L1468,E050,P075,2025-07-27,6.0,No
L1470,E034,P096,2025-05-06,1.0,Yes
L1471,E001,P045,2025-03-04,5.0,No
L1472,E009,P057,2025-01-17,6.0,No
L1473,E045,P007,2025-02-14,3.0,Yes
L1474,E041,P073,2025-03-27,2.0,No
L1475,E032,P066,2025-01-20,3.0,Yes
L1476,E009,P021,2025-02-17,7.0,No
L1477,E036,P011,2025-02-27,10.0,No
L1479,E049,P032,2025-10-23,1.0,Yes
L1480,E047,P085,2025-10-29,9.0,Yes
L1481,E036,P012,2025-06-12,5.0,No
L1483,E024,P032,2025-02-07,5.0,Yes
L1484,E038,P050,2025-02-22,6.0,Yes
L1485,E030,P063,2025-04-18,5.0,No
L1486,E035,P075,2025-03-04,6.0,No
L1487,E044,P006,2025-08-17,3.0,Yes
L1488,E030,P062,2025-06-04,10.0,No
L1489,E013,P099,2025-11-06,3.0,Yes
L1490,E026,P082,2025-06-14,2.0,Yes
L1492,E021,P007,2025-07-01,4.0,No
L1493,E033,P072,2025-05-14,3.0,Yes
L1495,E020,P074,2025-02-02,7.0,No
L1496,E001,P061,2025-09-08,8.0,No
L1498,E030,P050,2025-12-25,2.0,Yes
L1499,E032,P012,2025-11-03,9.0,No
L1500,E041,P031,2025-10-07,5.0,No
L1502,E048,P077,2025-03-17,8.0,No
L1503,E032,P024,2025-05-15,3.0,Yes
L1505,E016,P090,2025-01-18,10.0,No
L1506,E026,P002,2025-04-27,2.0,No
L1507,E008,P077,2025-02-01,10.0,Yes
L1508,E006,P092,2025-09-24,6.0,No
L1509,E015,P015,2025-02-09,7.0,Yes
L1510,E026,P058,2025-11-15,10.0,Yes
L1511,E021,P099,2025-06-05,7.0,Yes
L1512,E018,P050,2025-12-07,8.0,Yes
L1514,E047,P007,2025-01-09,4.0,Yes
L1515,E025,P095,2025-05-25,8.0,Yes
L1516,E024,P042,2025-12-07,5.0,Yes
L1517,E001,P072,2025-10-09,1.0,No
L1518,E002,P074,2025-11-01,8.0,Yes
L1520,E007,P027,2025-05-13,3.0,Yes
L1521,E050,P034,2025-12-14,4.0,No
L1524,E046,P063,2025-06-03,8.0,Yes
L1525,E019,P044,2025-09-27,10.0,Yes
L1526,E046,P069,2025-11-23,9.0,Yes
L1527,E037,P046,2026-01-01,1.0,No
L1528,E046,P005,2025-07-22,2.0,Yes
L1529,E034,P090,2025-09-04,2.0,Yes
L1530,E003,P084,2025-09-05,2.0,Yes
L1531,E028,P016,2025-07-07,10.0,Yes
L1532,E034,P018,2025-11-02,1.0,Yes
L1533,E014,P071,2025-05-17,4.0,Yes
L1534,E040,P089,2025-10-25,3.0,Yes
L1535,E049,P094,2025-03-31,5.0,Yes
L1536,E041,P055,2025-10-22,2.0,Yes
L1537,E047,P074,2025-06-20,4.0,No
L1538,E040,P017,2025-09-23,9.0,Yes
L1539,E039,P010,2025-07-23,8.0,Yes
L1540,E015,P003,2025-10-21,2.0,No
L1541,E001,P050,2025-01-06,5.0,Yes
L1542,E036,P041,2025-04-28,9.0,Yes
L1543,E004,P019,2025-12-05,1.0,Yes
L1544,E043,P019,2025-04-11,10.0,Yes
L1545,E038,P015,2025-04-09,9.0,No
L1546,E009,P036,2025-02-12,5.0,No
L1549,E045,P082,2025-06-05,9.0,Yes
L1550,E039,P069,2025-08-29,1.0,Yes
L1551,E045,P015,2025-04-05,5.0,Yes
L1552,E026,P074,2025-09-15,8.0,Yes
L1553,E038,P042,2025-07-21,7.0,No
L1554,E014,P100,2025-09-21,6.0,Yes
L1555,E020,P089,2025-12-11,4.0,Yes
L1556,E046,P076,2025-11-27,4.0,Yes
L1557,E050,P080,2025-04-04,1.0,Yes
L1558,E004,P031,2025-12-01,2.0,Yes
L1559,E019,P075,2025-10-12,10.0,No
L1561,E037,P056,2025-03-04,9.0,No
L1562,E045,P036,2025-10-05,6.0,Yes
L1563,E027,P076,2025-11-05,2.0,No
L1564,E013,P043,2025-07-25,5.0,Yes
L1565,E040,P046,2025-06-11,10.0,Yes
L1566,E047,P076,2025-05-17,9.0,No
L1567,E019,P078,2025-01-03,6.0,No
L1568,E037,P048,2025-10-09,7.0,No
L1570,E026,P069,2025-10-11,1.0,Yes
L1571,E036,P061,2025-09-12,8.0,Yes
L1572,E048,P041,2025-07-24,6.0,Yes
L1573,E023,P019,2025-04-05,1.0,No
L1575,E002,P056,2025-08-17,10.0,No
L1576,E037,P038,2025-02-19,6.0,Yes
L1577,E005,P014,2025-05-04,3.0,Yes
L1578,E011,P030,2025-07-25,4.0,Yes
L1579,E014,P056,2025-12-22,6.0,Yes
L1580,E048,P059,2025-06-26,4.0,Yes
L1581,E047,P074,2025-10-24,10.0,No
L1582,E018,P055,2025-04-02,4.0,No
L1584,E013,P059,2025-01-27,9.0,Yes
L1585,E029,P070,2025-09-11,10.0,Yes
L1586,E007,P016,2025-10-26,9.0,No
L1587,E045,P015,2025-02-03,9.0,Yes
L1588,E011,P060,2025-07-31,4.0,No
L1589,E043,P015,2025-06-28,10.0,No
L1590,E023,P072,2025-10-17,4.0,No
L1591,E007,P091,2025-07-29,4.0,No
L1592,E005,P054,2025-07-12,3.0,Yes
L1593,E019,P028,2025-01-17,4.0,Yes
L1594,E019,P007,2025-01-06,5.0,Yes
L1595,E039,P066,2025-06-26,1.0,No
L1596,E040,P016,2025-01-16,3.0,No
L1597,E033,P045,2025-07-19,10.0,No
L1598,E048,P001,2025-11-07,1.0,No
L1600,E028,P051,2025-10-10,8.0,No
L1601,E046,P054,2025-10-05,2.0,No
L1602,E035,P031,2025-11-08,6.0,No
L1603,E008,P037,2025-12-12,7.0,Yes
L1604,E013,P085,2025-04-15,6.0,Yes
L1605,E035,P018,2025-08-01,9.0,No
L1606,E049,P078,2025-07-15,8.0,No
L1607,E024,P027,2025-05-24,4.0,No
L1608,E020,P052,2025-01-27,6.0,No
L1609,E039,P024,2025-05-09,5.0,Yes
L1610,E047,P034,2025-07-17,5.0,No
L1611,E013,P022,2025-03-11,6.0,No
L1612,E044,P015,2025-07-02,2.0,No
L1613,E041,P085,2025-12-22,6.0,No
L1614,E035,P001,2025-03-08,5.0,Yes
L1615,E020,P051,2025-06-29,6.0,Yes
L1616,E002,P075,2025-06-15,9.0,No
L1617,E028,P052,2025-01-16,1.0,Yes
L1618,E013,P041,2025-08-12,6.0,No
L1620,E023,P070,2025-10-06,3.0,No
L1621,E016,P042,2025-03-06,8.0,No
L1622,E038,P036,2025-12-27,3.0,No
L1623,E016,P034,2025-08-20,7.0,Yes
L1624,E002,P008,2025-05-23,8.0,Yes
L1625,E028,P022,2025-05-26,2.0,Yes
L1626,E027,P100,2025-08-20,6.0,Yes
L1627,E024,P082,2025-11-13,3.0,Yes
L1628,E042,P092,2025-06-02,4.0,No
L1629,E046,P014,2025-03-28,4.0,Yes
L1630,E026,P054,2025-01-18,4.0,No
L1631,E031,P069,2025-12-14,7.0,Yes
L1632,E001,P046,2025-07-09,5.0,Yes
L1633,E029,P077,2025-01-28,3.0,No
L1634,E044,P036,2025-03-24,7.0,Yes
L1635,E029,P003,2025-11-23,10.0,Yes
L1637,E018,P041,2025-04-04,1.0,Yes
L1638,E049,P071,2025-10-21,2.0,Yes
L1640,E026,P072,2025-03-11,7.0,Yes
L1641,E016,P018,2025-04-27,6.0,Yes
L1642,E023,P036,2025-01-24,3.0,Yes
L1643,E031,P099,2025-10-11,5.0,No
L1644,E048,P006,2025-10-05,3.0,Yes
L1645,E033,P065,2025-02-27,10.0,No
L1647,E034,P005,2025-10-11,5.0,No
L1648,E032,P062,2025-08-26,2.0,No
L1649,E002,P045,2025-06-14,4.0,Yes
L1650,E029,P021,2025-08-31,8.0,Yes
L1651,E041,P071,2025-04-13,1.0,Yes
L1652,E021,P016,2025-08-27,7.0,No
L1653,E033,P021,2025-07-23,8.0,Yes
L1654,E032,P035,2025-07-29,4.0,No
L1655,E028,P098,2025-03-08,4.0,Yes
L1656,E002,P062,2025-06-19,4.0,Yes
L1657,E029,P094,2025-09-06,5.0,No
L1658,E006,P040,2025-11-02,3.0,No
L1659,E023,P074,2025-07-01,3.0,Yes
L1660,E033,P016,2025-07-19,2.0,No
L1661,E027,P062,2025-05-26,4.0,No
L1662,E035,P035,2025-08-24,10.0,No
L1663,E047,P091,2025-05-21,1.0,Yes
L1665,E030,P051,2025-08-16,6.0,No
L1666,E046,P045,2025-01-27,2.0,Yes
L1668,E023,P058,2025-08-10,3.0,No
L1669,E020,P059,2025-09-27,4.0,Yes
L1670,E005,P018,2025-06-18,2.0,Yes
L1671,E037,P022,2025-02-12,9.0,No
L1672,E046,P042,2025-10-05,7.0,Yes
L1673,E009,P048,2025-03-27,10.0,No
L1674,E046,P055,2025-06-19,5.0,Yes
L1675,E028,P050,2025-09-24,6.0,No
L1676,E038,P020,2025-11-19,4.0,No
L1677,E006,P005,2025-06-23,9.0,Yes
L1679,E038,P047,2025-08-31,3.0,Yes
L1680,E001,P063,2025-02-22,9.0,No
L1681,E050,P070,2025-06-26,1.0,No
L1683,E015,P051,2025-04-23,5.0,No
L1684,E030,P066,2025-10-19,1.0,Yes
L1685,E006,P097,2025-12-15,9.0,No
L1686,E050,P071,2025-06-14,8.0,No
L1687,E007,P013,2025-08-14,9.0,Yes
L1688,E046,P031,2025-07-03,6.0,Yes
L1689,E013,P036,2025-12-19,6.0,Yes
L1690,E041,P014,2025-04-02,8.0,Yes
L1692,E019,P027,2025-01-28,4.0,No
L1693,E045,P016,2025-02-21,10.0,No
L1694,E027,P100,2025-03-27,7.0,No
L1695,E037,P081,2025-01-30,10.0,No
L1696,E014,P069,2025-11-16,1.0,Yes
L1697,E032,P020,2025-06-07,5.0,Yes
L1698,E033,P066,2025-06-27,3.0,Yes
L1699,E050,P093,2025-07-19,6.0,No
L1700,E026,P009,2025-08-07,1.0,No
L1701,E004,P093,2025-02-06,1.0,No
L1702,E014,P015,2025-05-18,1.0,No
L1703,E050,P081,2025-03-14,3.0,Yes
L1704,E045,P027,2025-06-06,2.0,No
L1707,E037,P087,2025-02-01,3.0,No
L1709,E027,P035,2025-07-05,1.0,No
L1710,E009,P065,2025-05-02,9.0,Yes
L1711,E049,P079,2025-11-13,2.0,Yes
L1712,E029,P028,2025-02-26,9.0,Yes
L1713,E018,P063,2025-10-14,9.0,Yes
L1714,E026,P060,2025-04-11,8.0,Yes
L1715,E030,P035,2025-11-01,2.0,No
L1716,E036,P094,2025-07-10,6.0,Yes
L1717,E027,P079,2025-12-06,10.0,No
L1718,E034,P018,2025-09-08,8.0,No
L1719,E032,P026,2025-11-06,3.0,Yes
L1720,E039,P065,2025-03-03,8.0,No
L1721,E018,P099,2025-01-08,9.0,No
L1722,E035,P054,2025-07-09,7.0,Yes
L1723,E004,P087,2025-10-25,5.0,Yes
L1724,E035,P078,2025-06-18,10.0,No
L1725,E008,P056,2025-11-14,10.0,No
L1726,E006,P036,2025-11-12,3.0,No
L1727,E016,P077,2025-04-11,1.0,Yes
L1728,E049,P076,2025-08-18,6.0,Yes
L1729,E024,P057,2025-10-04,9.0,Yes
L1730,E008,P035,2025-05-28,5.0,No
L1731,E018,P058,2025-11-05,2.0,Yes
L1732,E006,P001,2025-02-13,5.0,Yes
L1733,E035,P069,2025-09-03,6.0,Yes
L1736,E011,P024,2025-10-19,1.0,No
L1737,E005,P082,2025-05-06,6.0,No
L1738,E049,P066,2025-08-05,2.0,Yes
L1739,E039,P035,2025-09-05,3.0,Yes
L1740,E006,P086,2025-11-10,1.0,Yes
L1741,E024,P074,2025-08-05,10.0,Yes
L1742,E018,P044,2025-10-17,6.0,No
L1743,E026,P051,2025-07-23,4.0,Yes
L1744,E033,P015,2025-04-20,2.0,Yes
L1745,E030,P044,2025-10-18,4.0,No
L1746,E048,P058,2025-08-07,3.0,No
L1747,E033,P002,2025-04-29,10.0,Yes
L1748,E050,P010,2025-03-05,5.0,Yes
L1750,E040,P089,2025-04-19,5.0,Yes
L1752,E013,P026,2025-10-22,5.0,Yes
L1754,E026,P044,2025-06-22,5.0,No
L1756,E041,P052,2025-09-08,8.0,Yes
L1757,E049,P018,2025-05-15,1.0,Yes
L1758,E047,P045,2025-04-13,10.0,Yes
L1759,E024,P006,2025-04-01,4.0,Yes
L1760,E015,P057,2025-03-22,9.0,No
L1761,E035,P014,2025-10-12,3.0,No
L1762,E021,P032,2025-07-04,1.0,No
L1763,E042,P063,2025-07-30,2.0,Yes
L1764,E008,P033,2025-07-28,6.0,No
L1765,E038,P003,2025-03-14,8.0,Yes
L1766,E001,P027,2025-08-06,6.0,No
L1767,E001,P067,2025-07-05,4.0,Yes
L1769,E050,P048,2025-09-08,7.0,Yes
L1770,E008,P096,2025-03-16,10.0,Yes
L1771,E021,P030,2025-08-11,6.0,No
L1772,E044,P027,2025-08-11,9.0,No
L1773,E004,P038,2025-06-28,2.0,Yes
L1774,E040,P079,2025-02-03,7.0,No
L1775,E045,P097,2025-12-18,4.0,No
L1776,E029,P012,2025-12-31,3.0,Yes
L1777,E025,P077,2025-03-08,3.0,Yes
L1778,E016,P007,2025-11-22,1.0,Yes
L1779,E044,P020,2025-02-18,2.0,No
L1780,E050,P062,2025-05-08,8.0,No
L1781,E019,P038,2025-10-19,3.0,No
L1782,E033,P045,2025-07-01,8.0,No
L1783,E047,P097,2025-07-03,8.0,No
L1785,E035,P095,2025-07-03,5.0,Yes
L1786,E016,P081,2025-01-12,4.0,No
L1787,E045,P021,2025-04-28,2.0,Yes
L1788,E005,P084,2025-12-28,2.0,No
L1789,E023,P042,2025-01-05,2.0,Yes
L1790,E029,P066,2025-10-13,4.0,No
L1791,E043,P079,2025-08-31,9.0,Yes
L1792,E009,P083,2025-08-04,8.0,No
L1793,E015,P018,2025-06-01,2.0,No
L1794,E008,P020,2025-04-05,2.0,No
L1795,E011,P044,2025-05-18,10.0,No
L1796,E006,P022,2025-08-02,4.0,No
L1797,E028,P060,2025-02-21,1.0,Yes
L1798,E032,P079,2025-08-14,8.0,Yes
L1799,E007,P086,2025-10-21,2.0,No
L1800,E048,P070,2025-05-06,2.0,Yes
L1801,E024,P067,2025-08-01,9.0,Yes
L1803,E031,P013,2025-12-05,9.0,Yes
L1804,E007,P017,2025-08-23,1.0,No
L1805,E014,P066,2025-01-13,7.0,Yes
L1806,E009,P098,2025-03-11,10.0,Yes
L1807,E032,P074,2025-11-26,7.0,No
L1808,E032,P003,2025-03-14,9.0,Yes
L1809,E001,P068,2025-05-31,8.0,Yes
L1810,E034,P097,2025-12-15,9.0,No
L1811,E013,P084,2025-05-02,9.0,Yes
L1812,E006,P012,2025-10-24,2.0,No
L1813,E041,P037,2025-12-24,9.0,No
L1814,E014,P055,2025-10-01,8.0,No
L1815,E034,P054,2025-10-30,9.0,No
L1816,E004,P018,2025-12-24,4.0,Yes
L1817,E037,P045,2025-10-01,10.0,Yes
L1819,E034,P068,2025-07-19,5.0,Yes
L1821,E011,P077,2025-09-22,9.0,Yes
L1822,E024,P036,2025-07-06,4.0,No
L1823,E027,P004,2025-07-09,9.0,Yes
L1824,E046,P024,2025-05-08,1.0,No
L1825,E047,P077,2025-02-28,1.0,Yes
L1827,E034,P068,2025-09-25,10.0,No
L1829,E025,P079,2025-02-26,2.0,Yes
L1830,E039,P025,2025-03-14,2.0,Yes
L1831,E019,P090,2025-12-05,10.0,No
L1832,E029,P071,2025-05-16,5.0,Yes
L1833,E026,P011,2025-02-13,3.0,No
L1834,E018,P020,2025-06-02,10.0,Yes
L1835,E037,P035,2025-10-18,7.0,No
L1836,E007,P085,2025-10-21,8.0,Yes
L1837,E020,P008,2025-03-11,7.0,No
L1838,E015,P094,2025-01-19,10.0,No
L1839,E039,P088,2025-07-17,8.0,No
L1840,E011,P042,2025-10-24,10.0,No
L1841,E004,P027,2025-01-28,5.0,Yes
L1842,E007,P022,2025-11-01,9.0,No
L1843,E037,P051,2025-11-14,6.0,No
L1844,E027,P069,2025-11-19,5.0,Yes
L1845,E006,P022,2025-02-23,3.0,Yes
L1846,E034,P069,2025-05-31,9.0,Yes
L1847,E042,P097,2025-04-07,1.0,Yes
L1848,E018,P083,2025-05-24,7.0,No
L1849,E006,P041,2025-08-21,4.0,Yes
L1850,E015,P092,2025-06-14,10.0,Yes
L1851,E013,P078,2025-07-07,3.0,Yes
L1852,E018,P071,2025-03-26,1.0,No
L1853,E006,P078,2025-03-13,9.0,Yes
L1854,E045,P093,2025-06-10,1.0,Yes
L1855,E046,P094,2025-10-04,2.0,Yes
L1856,E048,P024,2025-12-30,5.0,No
L1857,E004,P081,2025-09-28,2.0,Yes
L1858,E036,P090,2025-07-12,2.0,No
L1859,E004,P076,2025-01-29,10.0,No
L1860,E009,P030,2025-05-30,10.0,No
L1861,E028,P089,2025-07-03,9.0,No
L1862,E023,P072,2025-09-05,2.0,Yes
L1863,E047,P001,2025-07-09,6.0,No
L1864,E049,P077,2025-03-21,5.0,No
L1865,E013,P095,2025-02-22,4.0,No
L1866,E011,P075,2025-05-26,6.0,Yes
L1868,E013,P089,2025-05-24,4.0,Yes
L1869,E004,P073,2025-05-28,6.0,No
L1871,E014,P035,2025-02-04,1.0,Yes
L1872,E042,P036,2025-01-15,10.0,No
L1873,E021,P070,2025-10-11,9.0,No
L1874,E043,P030,2025-03-13,2.0,No
L1875,E046,P004,2025-08-11,8.0,No
L1877,E013,P057,2025-03-05,3.0,No
L1879,E033,P004,2025-12-10,8.0,No
L1880,E023,P056,2025-05-17,3.0,No
L1881,E027,P017,2025-09-30,2.0,Yes
L1882,E004,P005,2025-03-15,2.0,Yes
L1883,E011,P012,2025-05-08,6.0,No
L1885,E036,P018,2025-07-28,10.0,No
L1886,E033,P003,2025-09-14,3.0,Yes
L1887,E024,P079,2025-07-07,3.0,No
L1888,E028,P061,2025-05-23,5.0,Yes
L1889,E016,P047,2025-04-06,2.0,No
L1890,E046,P063,2025-02-20,5.0,Yes
L1891,E050,P042,2025-02-25,5.0,No
L1893,E001,P091,2025-04-18,2.0,No
L1894,E014,P004,2025-04-22,1.0,Yes
L1895,E001,P042,2025-10-01,1.0,Yes
L1896,E038,P017,2025-03-18,3.0,Yes
L1897,E007,P032,2025-02-10,2.0,No
L1898,E040,P058,2025-01-13,4.0,Yes
L1899,E016,P009,2025-12-01,8.0,No
L1900,E046,P087,2025-01-13,4.0,No
L1901,E021,P053,2025-10-09,8.0,Yes
L1902,E050,P034,2025-07-01,5.0,No
L1903,E050,P098,2025-11-27,3.0,Yes
L1904,E036,P062,2025-01-10,7.0,Yes
L1905,E039,P020,2025-09-30,6.0,Yes
L1906,E020,P009,2025-02-10,6.0,No
L1907,E036,P047,2025-06-29,6.0,Yes
L1908,E035,P090,2025-01-10,9.0,Yes
L1909,E040,P056,2025-01-05,8.0,No
L1910,E037,P056,2025-04-15,7.0,No
L1911,E003,P076,2025-04-15,7.0,No
L1912,E032,P072,2025-09-09,3.0,Yes
L1913,E004,P009,2025-05-07,5.0,Yes
L1914,E047,P074,2025-03-22,5.0,Yes
L1915,E004,P038,2025-10-28,7.0,Yes
L1916,E037,P086,2025-01-04,6.0,Yes
L1917,E007,P013,2025-02-10,1.0,No
L1918,E005,P004,2025-05-09,3.0,No
L1919,E001,P026,2025-08-06,8.0,No
L1920,E040,P097,2025-10-11,10.0,No
L1921,E011,P058,2025-08-09,5.0,Yes
L1922,E007,P071,2025-05-07,9.0,Yes
L1923,E025,P085,2025-04-24,3.0,Yes
L1924,E018,P024,2025-06-28,5.0,No
L1925,E020,P011,2025-06-11,6.0,No
L1926,E031,P091,2025-09-26,6.0,Yes
L1927,E040,P087,2025-06-12,2.0,Yes
L1928,E027,P052,2025-07-09,1.0,No
L1929,E019,P097,2025-03-20,10.0,No
L1930,E002,P099,2025-10-18,8.0,Yes
L1931,E001,P014,2025-02-12,5.0,Yes
L1932,E046,P056,2025-04-07,9.0,No
L1934,E047,P007,2025-09-04,3.0,No
L1935,E024,P092,2025-04-22,2.0,No
L1936,E039,P003,2025-12-09,3.0,Yes
L1937,E030,P075,2025-10-10,3.0,Yes
L1938,E048,P009,2025-11-14,10.0,Yes
L1939,E019,P053,2025-04-30,8.0,Yes
L1941,E023,P098,2025-12-18,3.0,Yes
L1943,E044,P016,2025-02-24,10.0,No
L1945,E014,P032,2025-11-29,4.0,Yes
L1946,E029,P047,2025-05-07,3.0,Yes
L1948,E036,P036,2025-01-14,6.0,No
L1949,E038,P061,2025-03-17,5.0,Yes
L1950,E032,P093,2025-06-04,5.0,No
L1951,E040,P061,2025-11-30,1.0,Yes
L1952,E009,P030,2025-01-25,1.0,No
L1953,E020,P037,2025-11-30,7.0,No
L1954,E005,P054,2025-06-05,6.0,Yes
L1956,E037,P060,2025-02-05,1.0,No
L1957,E016,P062,2025-11-20,2.0,No
L1959,E020,P066,2025-03-05,4.0,Yes
L1960,E024,P076,2025-11-19,2.0,No
L1961,E027,P071,2025-06-08,4.0,No
L1962,E008,P098,2025-02-18,2.0,Yes
L1963,E044,P013,2025-09-11,10.0,Yes
L1964,E034,P056,2025-12-30,8.0,No
L1966,E045,P032,2025-10-19,2.0,Yes
L1967,E014,P002,2025-03-04,10.0,Yes
L1968,E009,P083,2025-04-06,4.0,Yes
L1969,E046,P025,2025-05-25,9.0,Yes
L1970,E006,P033,2025-10-23,9.0,Yes
L1971,E044,P025,2025-09-18,9.0,No
L1972,E011,P073,2025-07-06,2.0,No
L1973,E030,P027,2025-11-08,2.0,No
L1974,E026,P062,2025-12-15,3.0,No
L1975,E009,P072,2025-06-27,9.0,No
L1976,E043,P094,2025-09-30,2.0,Yes
L1977,E033,P021,2025-10-14,4.0,No
L1978,E013,P010,2025-11-24,6.0,Yes
